,AAPL US Equity,MSFT US Equity,NVDA US Equity,AVGO US Equity,AMZN US Equity,META US Equity,TSLA US Equity,GOOGL US Equity,GOOG US Equity,COST US Equity,NFLX US Equity,AMD US Equity,ADBE US Equity,PEP US Equity,LIN US Equity,QCOM US Equity,TMUS US Equity,CSCO US Equity,TXN US Equity,AMAT US Equity,INTU US Equity,AMGN US Equity,CMCSA US Equity,INTC US Equity,ISRG US Equity,HON US Equity,BKNG US Equity,MU US Equity,VRTX US Equity,LRCX US Equity,ADI US Equity,REGN US Equity,KLAC US Equity,PANW US Equity,ADP US Equity,GILD US Equity,MDLZ US Equity,PDD US Equity,SNPS US Equity,ASML US Equity,SBUX US Equity,MELI US Equity,CRWD US Equity,CTAS US Equity,CDNS US Equity,NXPI US Equity,MAR US Equity,CSX US Equity,ABNB US Equity,PYPL US Equity,ROP US Equity,ORLY US Equity,MRVL US Equity,CEG US Equity,PCAR US Equity,MNST US Equity,ADSK US Equity,CPRT US Equity,AEP US Equity,MCHP US Equity,WDAY US Equity,ROST US Equity,MRNA US Equity,CHTR US Equity,AZN US Equity,KDP US Equity,PAYX US Equity,FTNT US Equity,DXCM US Equity,TTD US Equity,ODFL US Equity,KHC US Equity,VRSK US Equity,FAST US Equity,EA US Equity,IDXX US Equity,DASH US Equity,CTSH US Equity,FANG US Equity,GEHC US Equity,DDOG US Equity,EXC US Equity,BKR US Equity,LULU US Equity,CCEP US Equity,BIIB US Equity,ON US Equity,GFS US Equity,CDW US Equity,XEL US Equity,CSGP US Equity,ZS US Equity,TEAM US Equity,ANSS US Equity,TTWO US Equity,DLTR US Equity,WBD US Equity,ARM US Equity,ILMN US Equity,MDB US Equity,WBA US Equity,IXIC Index
2023-09-01,190.85,332.5413,48.5481,89.856,138.12,296.38,245.01,135.66,136.8,549.28,439.88,109.45,563.21,181.277,396.0925,119.0988,137.33,60.2644,175.981,155.8659,554.579,267.396,47.4804,38.2274,310.41,193.3244,3114.89,71.1165,351.1,711.8222,186.7766,831.63,515.258,242.72,261.0649,79.6423,71.3352,103.29,460.45,669.7676,100.6374,1421.64,161.23,511.86,243.56,214.4161,208.3355,31.1534,132.69,63.57,503.399,947.45,58.3443,108.6918,87.4102,56.55,220.02,44.98,81.1506,84.1993,248.49,123.5895,112.56,422.32,70.0522,34.5239,126.7366,60.87,101.895,79.93,218.9452,34.3718,244.4918,59.1681,121.4804,511.29,84.04,73.292,165.848,69.3017,97.73,41.7185,38.0194,404.19,64.4533,267.17,99.4,55.44,216.4317,58.2041,82.57,158.38,204.45,319.03,141.83,118.74,11.56,,163.715,392.88,25.1381,18510.02
2023-09-04,190.85,332.5413,48.5481,89.856,138.12,296.38,245.01,135.66,136.8,549.28,439.88,109.45,563.21,181.277,396.0925,119.0988,137.33,60.2644,175.981,155.8659,554.579,267.396,47.4804,38.2274,310.41,193.3244,3114.89,71.1165,351.1,711.8222,186.7766,831.63,515.258,242.72,261.0649,79.6423,71.3352,103.29,460.45,669.7676,100.6374,1421.64,161.23,511.86,243.56,214.4161,208.3355,31.1534,132.69,63.57,503.399,947.45,58.3443,108.6918,87.4102,56.55,220.02,44.98,81.1506,84.1993,248.49,123.5895,112.56,422.32,70.0522,34.5239,126.7366,60.87,101.895,79.93,218.9452,34.3718,244.4918,59.1681,121.4804,511.29,84.04,73.292,165.848,69.3017,97.73,41.7185,38.0194,404.19,64.4533,267.17,99.4,55.44,216.4317,58.2041,82.57,158.38,204.45,319.03,141.83,118.74,11.56,,163.715,392.88,25.1381,18510.02
2023-09-05,191.092,337.489,48.5872,89.82,137.27,300.15,256.49,135.77,136.71,549.765,448.68,110.78,564.88,180.078,388.6475,120.3013,136.89,59.6601,175.8877,155.4812,555.568,264.584,46.2656,38.3318,307.68,190.5639,3144.64,71.0155,348.26,710.6155,185.8654,822.91,520.8778,245.07,258.1046,78.0941,71.2022,101.06,466.85,670.819,99.4462,1435.05,165.43,503.229,245.51,211.9754,203.487,30.4313,142.29,63.74,497.202,945.53,58.2839,107.4356,85.4636,55.96,219.46,45.2,79.5594,83.4524,247.21,122.4826,109.36,408.99,69.5382,34.0094,125.6701,61.91,100.33,81.42,212.9024,34.3401,242.2466,57.9285,122.4479,496.01,83.68,72.5155,165.344,67.7105,98,41.2177,38.2879,401.81,64.0809,266.29,99.31,56.15,215.8835,57.2565,83.08,162.74,205.91,317.46,141.18,116.27,11.64,,154.939,394.13,24.3871,18530.85
2023-09-06,184.252,336.8111,47.103,89.831,135.36,299.17,251.92,134.46,135.37,551.743,445.76,109.28,561.94,180.667,390.3687,118.3711,134.13,59.5559,174.1365,155.046,555.941,259.376,46.6498,38.6137,307.84,189.3428,3141.21,71.1367,344.32,706.0218,186.5207,818.39,521.8128,245.21,256.2672,77.1382,71.3352,101.59,465.69,673.3262,98.5322,1425.97,166.23,502.205,246.7,212.2001,204.894,30.238,141.77,62.8,498.824,944.79,57.0958,108.0333,86.6043,56.28,222.2,45.47,79.9572,82.9408,248.41,121.8124,108.24,419.98,68.8803,34.1637,124.6347,62.23,106.88,83.47,213.1135,34.3612,245.1261,57.7013,121.8432,487.96,82.59,72.8527,167.3922,67.03,97.66,41.5828,38.4429,399,64.1016,263.72,99.49,55.78,216.5332,58.029,82.99,158.35,206.4,320.97,140.97,117.37,11.49,,155.484,382.26,24.2906,18367.46
2023-09-07,178.863,333.806,46.2822,88.261,137.85,298.67,251.49,135.26,136.2,553.691,443.14,106.59,560.46,182.394,393.7602,109.8246,137.28,59.1704,170.6755,150.0357,558.626,264.98,46.5563,39.8667,297.22,188.9425,3103.45,70.5911,343.96,686.2073,182.712,825.26,505.2581,245.44,256.5939,76.8265,71.6525,96.61,458.09,644.7671,97.6594,1436.35,166.64,503.999,241.46,208.3398,202.3128,29.9939,143.27,61.65,498.159,945.81,56.965,109.9581,86.9183,56.64,221.01,44.6,80.9621,80.9353,250.47,121.2741,108.35,416.98,69.9083,34.2769,124.4483,63.17,104.91,84.31,217.5834,34.4773,246.8276,57.1641,121.8835,477.21,82.02,72.8016,166.0732,65.9492,96.68,42.3235,38.4222,398.99,63.3777,261.34,98.51,56.53,216.1474,58.2968,83.62,161.02,206.92,318.48,142.23,116.56,11.03,,154.376,377.54,23.6468,18233.32
2023-09-08,179.488,338.2175,45.6126,88.315,138.23,297.89,248.5,136.38,137.2,556.285,442.8,106.09,560.36,182.26,393.9537,109.5562,137.63,59.0454,170.6237,149.3272,555.548,270.23,46.7536,39.6892,298.22,189.353,3143.1,70.9043,343.05,678.2774,181.6984,830.69,505.817,248.74,255.8245,78.9669,71.4683,95.34,459.14,634.7285,97.8442,1428.19,168.09,501.598,237.99,207.3595,207.961,30.4618,145.82,60.98,495.307,958.36,56.1192,110.0594,88.4463,56.37,219.19,44.69,81.3809,80.6079,250.63,121.2132,107.64,422.42,70.1345,34.3284,124.8107,64.07,104.35,83.89,211.8012,34.7727,246.0423,56.3068,122.6998,465.79,82.17,72.8935,167.3171,64.9484,97.66,42.334,38.164,396.36,63.4294,258.99,97.92,57.99,215.9139,58.7809,82.57,160.77,206.6,314.35,142.77,116.02,11.32,,153.9,377.29,23.5932,18259.26
2023-09-11,180.676,341.9308,45.2183,88.478,143.1,307.56,273.58,136.92,137.74,563.945,445.36,105.32,564.5,185.01,396.5406,113.8295,140.26,59.2225,171.8465,148.4972,554.277,272.615,46.9924,40.2948,302.35,191.0873,3182.68,70.7528,347.22,673.0044,181.8827,833.53,502.189,253.14,254.6242,80.0475,73.0549,97.4,461.82,634.5768,98.2447,1422.93,172.29,504.353,243.24,207.819,206.6552,30.6957,147.33,61.93,501.706,942.5,56.7032,111.4169,89.1894,56.78,218.74,45,81.4437,81.3037,252.21,120.2281,105.8,435.84,68.469,34.5033,124.1377,65.07,107.29,86.53,214.2096,35.4795,246.6766,56.3998,123.4859,471.51,83.29,72.8833,163.5961,66.6697,101.88,42.334,37.9471,397.44,64.5153,258.92,97.85,59.01,214.4418,59.1517,82.41,165.05,214.03,315,145.38,115.95,11.58,,150.391,394.28,22.9923,18476.31
2023-09-12,177.594,335.688,44.91,86.973,141.23,301.66,267.48,135.34,136.07,563.955,434.69,105.31,542.21,184.328,395.0842,114.8101,140.11,58.7537,169.4113,145.7238,550.947,271.146,46.9197,40.5768,301.55,194.1659,3173.43,71.0357,346.55,663.8982,179.2208,832.77,493.6932,245.73,254.4395,79.7981,72.7376,98.88,454.36,625.5694,98.83,1399.14,169.68,518.475,236.46,204.7696,206.2908,31.1127,147.5,62.81,497.504,924.27,56.0286,109.9176,89.1894,56.15,211.8,44.22,81.4646,80.1884,247.73,120.2383,105.24,436.61,69.2298,34.2255,124.0031,63.5,104.86,85.8,212.1029,35.4057,246.1832,56.3171,122.3672,470.12,82.87,71.6572,167.6174,65.4488,98.22,42.3131,38.3189,388.12,63.8741,258.44,96.79,60.07,212.127,58.9251,81.76,160.22,211.22,312.6,143.19,114.12,11.33,,146.193,374.57,23.3035,18271.43
2023-09-13,175.488,340.0286,45.5256,87.839,144.85,305.06,271.3,136.71,137.5,564.934,412.24,107.71,553.56,185.786,392.263,116.2654,141.5,58.639,170.3129,146.3412,546.86,267.938,46.9197,40.4201,302.7,196.6082,3115.64,71.5813,346.84,669.9604,180.3675,826.25,491.4574,246.29,254.2241,80.328,72.973,98.26,466.86,623.8002,99.5386,1397.46,168.47,521.514,241.13,205.6934,202.6772,31.0212,144.715,62.84,499.308,926.85,55.9783,110.6976,87.159,56.52,212.26,44.31,83.0453,80.4953,245.19,118.6338,108.59,439.4,68.3148,34.0917,123.5268,62.62,105.22,85.33,209.0309,35.0153,247.2303,56.5031,122.6293,458.29,82.23,72.2396,167.0598,64.5781,97.48,42.9077,37.4307,388.97,64.1947,255.91,96.83,59.81,211.5077,59.8727,81.04,158.4,208.89,311.28,144.36,112.74,11.41,51,146.523,371.34,23.4966,18341.68
2023-09-14,177.03,342.6998,45.6217,89.766,144.72,311.72,276.04,138.1,138.99,569.99,400.49,106.63,552.16,187.388,396.9989,117.7105,143.12,58.7328,172.0641,146.3311,552.561,273.219,47.7296,40.3784,303.74,198.6298,3197.56,72.531,349.415,667.6922,183.9509,832.38,487.6973,245.82,254.7165,81.1592,74.0887,99.07,466.15,628.7033,99.7748,1383.43,170.73,530.217,242.82,208.0439,206.7058,31.5704,144.12,64.44,503.278,940.68,56.2199,113.9293,89.8697,56.87,216.67,44.85,84.3748,81.8869,245.08,119.629,112.81,449.37,69.6821,34.6474,123.154,63.1,101.55,85.37,204.6264,35.6272,250.5225,56.627,123.9999,462.08,82.98,72.5155,169.3439,66.0492,97.51,43.6484,37.8851,388.74,65.2807,256.32,96.47,60.76,212.99,60.9748,80.66,159.23,209.4,317.98,144.4,113.34,11.73,63.59,146.251,365.92,24.1189,18493.43
2023-09-15,176.294,334.1197,43.9392,87.71,140.39,300.31,274.39,137.4,138.3,561.502,396.94,101.49,528.89,185.951,395.1555,116.7815,141.93,58.389,168.5098,139.9341,542.955,271.573,47.0754,39.5535,295.54,198.0962,3160.15,70.6012,348.9,633.8005,182.3844,823.4,461.6001,240.2,251.6594,79.3863,73.6383,99.46,451.93,603.1872,98.8198,1396.66,165.45,521.808,234.08,202.5936,205.643,31.3772,142.75,64.21,499.64,930.21,54.8607,111.3663,89.1894,56.14,213.35,43.88,83.7886,79.4312,240.86,120.0047,114.59,447.95,70.1859,34.2666,120.0788,61.02,96.35,83.38,205.9437,35.2896,247.6593,57.0402,121.3997,450.69,80.93,71.6981,167.0169,66.4796,94.55,43.4502,37.348,389.93,64.7429,254.79,93.1,58.08,210.1574,60.237,79.12,156.1,203.03,310.72,142.91,112.35,11.84,60.75,142.034,362.13,24.0545,18168.96
2023-09-18,179.276,332.946,44.0052,87.537,139.98,302.55,265.28,138.21,138.96,567.921,394.4,102.37,532.42,185.475,394.687,116.379,140.81,58.4619,168.7274,141.9787,539.857,274.105,47.3869,39.6683,298.17,199.5534,3158.33,71.2276,352,646.5557,184.002,824.51,463.9273,239.89,253.6804,79.3338,73.5565,99.81,460.01,604.2689,99.364,1383.73,166.97,521.454,236.83,204.5541,203.1327,31.6314,142.55,62.94,503.016,929.35,55.1527,112.1868,90.3092,56.27,213.52,44.43,83.9875,79.7586,244.33,119.497,104.14,455.73,68.4999,34.6268,120.4308,60.45,95.295,80.71,206.0644,35.258,248.234,56.72,121.5408,450.27,80.92,71.7491,167.5638,66.3294,94.5,43.2833,37.6579,382.81,65.3324,253.3,94.6,58.25,211.8732,60.2578,79.72,154.72,204.88,311.92,141.33,110.78,11.66,58,138.399,356.54,23.8077,18196.41
2023-09-19,180.384,332.5311,43.5588,87.455,137.63,305.07,266.5,138.04,138.83,569.566,396.2,101.61,541.69,184.379,396.9785,114.2836,142.47,58.1806,169.0487,139.3875,533.984,275.313,47.4804,37.9454,299.65,200.4667,3112.75,71.4398,358.26,635.8755,183.0089,836.76,464.7403,236.17,252.2031,79.4912,73.1982,98.35,460.02,600.2656,97.8545,1342.64,165.5,521.97,236.56,204.4001,200.9665,31.4382,141.85,62.19,506.644,929.18,54.458,111.9842,89.1371,56.01,212.06,44.57,83.8095,79.5847,243.1,118.1057,106.74,449.68,68.541,34.3798,120.2652,60.44,94.16,79.06,204.2744,35.8066,248.3247,56.6064,121.944,457.38,79.19,71.6163,166.6308,66.1693,92.89,42.8451,37.3687,384.45,65.1772,256.67,94.24,57.86,211.8529,60.8085,80.06,155.05,205.36,309.25,143.91,111.39,11.64,55.17,136.572,355.61,23.6361,18155.62
2023-09-20,176.778,324.5581,42.2767,86.01,135.29,299.67,262.59,133.74,134.59,569.041,386.3,100.34,535.78,184.441,385.8161,112.7354,142.07,57.8263,167.971,138.6385,528.334,282.76,47.2416,36.2225,291.96,199.5328,3068.91,70.3992,352.31,629.4776,180.2753,831.62,459.5269,235.3,250.177,79.5436,73.3313,94.48,453.28,596.333,97.721,1326.34,163.89,521.251,234.2,200.1097,202.3027,31.845,138.01,60.86,508.045,945.83,53.3002,111.5689,89.2208,55.76,207.73,44.02,84.2178,78.5001,237.8,116.7347,103.53,448.17,69.8672,34.7503,119.7475,60.15,92.63,78.29,205.0789,35.891,248.3449,56.0692,121.3897,455.35,78.95,71.0237,163.95,65.0585,92.05,42.5948,36.9762,391.88,66.3252,260.53,92.84,57.35,212.1879,62.3048,81.13,154.23,200.82,310.21,140.72,111.3,11.5,52.91,134.453,351.66,23.4322,17894.01
2023-09-21,175.206,323.3034,41.0536,83.71,129.33,295.73,255.7,130.44,131.36,560.211,384.15,96.11,513.88,181.339,379.3183,111.4348,139.99,55.5758,166.2094,136.8368,508.939,280.625,47.4492,36.1808,284.35,196.444,3036.27,68.6008,354.28,620.8623,177.9819,823.38,454.1815,227.44,244.8988,78.9666,72.3793,92.17,444.27,588.4881,95.6055,1293.28,162.53,511.019,228.58,199.1244,197.5554,31.5501,132.75,58.62,499.459,926.47,52.1927,111.3764,87.7137,54.75,204.06,43.14,83.6211,77.8555,230.17,114.8865,100.23,446.82,68.9008,34.2975,117.3245,58.78,89.08,75.72,201.1823,36.3868,242.9007,55.8833,119.7268,438.65,75.61,70.7171,162.3093,63.9377,88.42,42.2088,36.2119,383.9,65.3634,258.93,90.93,57.31,208.1675,61.7021,78.23,148.79,189.95,300.76,135.94,105.5,11.51,52.16,129.575,333.62,23.0138,17564.48
2023-09-22,176.073,320.7537,41.6471,85.856,129.12,299.08,244.88,130.25,131.25,563.753,379.81,96.2,512.9,181.226,379.8377,111.1458,139.35,55.8155,166.1162,137.8288,513.178,278.844,47.0339,35.69,288.2,194.7508,3062.54,69.5909,349.53,629.7319,179.661,824.84,459.1611,228.51,245.5451,78.6938,72.0927,95.93,446.85,593.5226,96.2012,1276.96,162.57,511.343,230.66,201.9881,196.7355,31.7331,132.2,57.88,498.794,936.02,52.6558,111.8019,88.8859,54.52,204.04,43.16,82.8778,78.8684,230.82,113.3936,99.99,445.21,69.7335,34.0814,116.9518,58.24,87.5,76.35,201.4488,36.0387,243.929,55.9969,119.9284,435.69,76.18,71.1259,161.4622,64.378,88.76,41.948,36.5631,388.05,65.6943,257.68,93.81,56.83,208.8985,62.0658,78.06,151.71,195.46,302.91,138.24,104.5,11.1,51.32,128.71,335.76,22.6597,17572.68
2023-09-25,177.372,321.2899,42.2597,86.354,131.27,300.83,246.99,131.11,132.17,563.783,384.8,97.38,511.6,180.254,383.5246,113.9843,140.01,55.7217,166.7275,138.2539,512.915,277.969,46.5875,35.8049,293.25,196.8853,3097.91,69.2878,350.67,631.2322,179.6098,834.64,462.7891,226.53,246.2325,78.505,71.3557,96.69,447.83,592.542,95.2359,1290.53,159.92,512.123,231.25,203.3532,195.288,31.6823,134.14,58.86,496.395,933.64,52.9881,113.6761,89.4406,54.65,205.67,43.37,82.3649,79.2266,231.59,111.3727,98.17,440.02,70.8747,33.4228,118.4014,58.11,86.06,75.1,205.3957,36.2075,244.6751,56.596,120.6439,437.24,75.47,71.2485,163.6819,66.5296,88.84,42.0419,37.0795,384.33,65.4772,255.02,94.46,57.26,208.1269,61.8164,78.12,148.97,196.46,301.73,138.75,104.4,10.66,54.44,127.709,333.31,22.8958,17653.72
2023-09-26,173.222,315.8262,41.9484,84.521,125.98,298.96,244.12,128.565,129.45,558.071,379.25,95.96,506.3,178.382,378.0554,113.2515,140.46,54.9194,163.6811,135.7133,507.749,280.24,45.9333,35.3245,290.74,192.8113,3060.58,68.6412,351.69,616.397,176.4462,832.41,452.3929,226.79,243.3805,79.2394,72.236,93.93,444.35,578.9752,94.4759,1268.62,160.48,485.125,229.26,200.1405,194.1037,31.1432,132.28,58.93,487.195,914.56,52.0618,109.9074,87.766,54.29,201.66,42.73,79.9153,77.8145,229.24,111.2509,98.12,428.72,70.1345,33.0936,116.7136,57.43,88.62,74.37,200.6191,36.3974,243.3846,56.2551,119.2834,432.42,74.58,70.1347,164.1323,66.2594,86.57,40.8422,36.8832,380.66,64.8153,258.05,90.15,56.23,203.2943,59.9772,76.3,148.03,191.4,295.12,137.38,106.35,10.69,53.52,125.279,325.3,22.6705,17387.07
2023-09-27,171.681,316.4838,42.5059,84.585,125.98,297.74,240.5,130.54,131.46,568.739,377.59,98.07,502.6,175.332,378.8803,112.7044,139.7,55.4299,163.8676,136.7053,512.845,280.177,46.3071,36.139,291.43,192.801,3082.66,68.914,349.65,624.4529,176.9274,832.56,452.7994,231.9,248.91,79.2604,71.6423,95,446.71,580.8151,93.6236,1256.52,163.04,487.364,230.65,201.8957,196.2496,30.7974,134.03,57.34,490.389,914.17,52.9075,112.197,88.7603,53.12,202.28,43.05,79.4128,78.275,230.81,110.6111,99.44,433.42,69.8466,32.5893,120.6379,58.14,92.09,75.43,201.0616,35.9015,241.5901,56.8749,118.8903,436.86,78.15,69.6852,168.6039,68.3309,87.83,40.477,37.441,379.14,64.4429,257.52,92.05,57.81,201.7207,59.4473,76.35,148.87,197.52,294.34,137.78,105.35,11.03,52.99,129.545,328.16,22.5524,17428.12
2023-09-28,171.943,317.3439,43.1274,86.158,125.98,303.96,246.38,132.31,133.13,573.886,376.36,102.76,504.67,175.26,380.3877,114.6759,139.7,56.1384,164.852,139.9037,516.881,282.094,46.5771,36.7342,296.15,192.0109,3104.83,65.8729,352.5,638.2862,180.6132,834.57,465.5329,235.18,249.6076,79.124,71.4632,95.61,460.71,587.002,93.5312,1274.14,165.25,490.211,234.01,205.8268,201.9889,31.0924,136.47,58.18,491.256,917.41,54.3674,110.7483,89.7022,53.16,207.89,43.43,78.1671,80.4339,211.22,113.546,100.27,444.48,69.312,32.5945,121.2695,58.6,95.46,77.69,204.1588,35.6061,242.5075,57.4844,120.1098,436.98,77.8,69.3173,168.5074,69.8321,88.96,39.5173,37.7922,379,64.9497,257.83,94.05,58.6,205.9746,59.094,76.81,150.92,196.94,297.86,140.2,106.84,10.69,55.49,128.622,343.11,22.4237,17576.01
2023-09-29,172.466,319.4788,43.5378,86.011,127.12,300.21,250.22,130.86,131.85,570.182,377.6,102.82,509.9,175.198,379.2266,114.6346,140.05,56.0134,164.7691,140.1365,515.569,279.948,46.0372,37.1205,292.29,189.5788,3083.95,68.7321,347.74,637.5233,179.2617,822.96,466.1122,234.44,246.807,78.6204,71.4735,98.07,458.97,595.0997,93.7263,1267.88,167.38,487.293,234.3,205.2007,198.9623,31.2755,137.21,58.46,488.021,908.86,54.4983,110.5052,88.9801,52.95,206.91,43.09,78.7429,79.8609,214.85,114.7037,103.29,439.82,69.6205,32.7084,119.4161,58.68,93.3,78.15,205.7124,35.4901,238.1723,56.4411,121.3393,437.27,79.47,69.2151,166.0839,68.0908,91.09,39.4234,36.4804,385.61,64.6187,257.01,92.95,58.19,204.8375,59.4577,76.89,155.59,201.51,297.55,140.39,106.45,10.86,53.52,133.413,345.86,23.8614,17590.93
2023-10-02,175.025,325.6002,44.8219,86.463,129.46,306.82,251.6,134.17,135.17,576.591,380.33,103.27,521.13,174.918,377.0471,114.6759,139.26,56.6698,165.7431,141.2095,522.491,277.396,46.1929,37.0265,294.98,187.393,3093.76,68.6614,347.83,641.7038,179.6098,818.03,468.1142,236.77,245.5656,77.7391,70.5363,99.67,463.82,588.5488,93.5825,1259.41,169.54,491.204,236.49,205.4779,196.118,31.0619,136.56,58.56,487.618,898.62,54.9614,106.0983,88.708,52.54,208.99,43.62,75.2046,80.1884,213.66,116.2473,103.31,438.5,68.6027,32.3355,117.8112,58.63,94.55,78.31,202.7208,34.9098,238.2832,56.6683,121.0873,430.95,79.44,69.2356,161.0654,67.8906,91.84,38.1924,35.6955,382.86,63.0984,252.86,93.37,57.97,204.0456,57.182,75.97,160.89,197.46,297.4,139,104.66,10.51,52.26,132.597,349.075,24.0545,17737.16
2023-10-03,173.665,317.0909,43.5558,84.38,124.72,300.94,246.53,132.43,133.3,570.263,376.75,100.08,507.03,173.398,379.7155,113.7366,136.43,56.3052,162.9453,138.3855,512.078,271.875,45.4142,37.2667,288.04,185.8845,3010.79,68.5301,345.15,628.7147,175.5964,808.31,459.1814,231.71,246.6428,76.8684,69.6197,97.9,450.72,576.8421,91.8881,1228.28,162.03,487.151,228.69,200.3561,192.7169,31.2958,127.73,57.3,483.728,889.6,52.9176,106.2604,87.9544,50.67,203.28,42.62,76.22,78.5308,207.3,113.6475,103.08,432.17,68.1195,32.2111,118.2875,57.61,90.94,76.4,201.0515,34.9309,236.6701,55.9762,120.4826,425.21,77.25,68.7656,161.8053,67.03,86.97,38.6514,35.6645,368.34,61.7332,251.31,89.76,56.06,204.8476,58.0237,75.16,151.46,190.62,287.39,137.56,103.64,10.35,51.57,130.148,331.61,24.194,17416.3
2023-10-04,174.934,322.7216,44.0803,85.31,127,305.58,261.16,135.24,136.27,577.085,376.9,104.07,518.42,174.65,385.6022,113.3856,138.06,56.0953,163.6914,140.9969,522.148,276.49,45.4351,37.5173,290.28,187.2801,3046.47,68.813,352.97,643.2296,177.9308,814.99,468.541,236.44,250.295,78.4106,70.732,98.16,461.32,597.3237,93.6031,1231.56,164.05,490.261,235.05,203.425,197.2011,31.3772,127.41,58.57,491.921,897.2,53.6727,107.547,90.7069,52.33,207.06,43.73,76.7225,79.5744,209.37,113.7288,104.26,432.84,68.4896,32.8431,119.3643,58.26,87.7,79.37,202.7057,35.1103,241.8925,56.8336,121.6618,433.21,77.93,69.0108,156.0361,67.9306,88.53,39.0269,34.2288,370.1,63.2742,257.16,89.99,57.06,208.5533,58.8446,76.43,155.12,189.84,290.82,139.63,104.77,10.29,53.46,134.424,335.95,23.915,17668.16
2023-10-05,176.194,323.1314,44.7279,85.315,125.96,304.79,260.05,135.07,135.99,574.784,372.59,102.91,516.44,165.54,376.6906,113.334,137.43,55.6964,160.7278,140.9767,521.886,276.115,44.9648,37.4755,290.09,184.7352,3018.76,69.7627,355.14,636.5672,176.2005,831.12,468.5715,236.78,249.6589,78.3686,67.0141,98.36,459.75,588.0534,94.8559,1214.38,165.29,488.144,234.77,200.6127,197.1505,30.9296,124.99,57.48,493.647,900.8,53.5217,109.2895,90.2464,50.09,203.96,44.04,74.6707,79.1447,205.14,113.4546,102.97,431.78,68.7569,31.2994,118.9398,58.02,84,78.16,202.7661,34.0975,240.5819,56.7096,121.7323,430.52,73.81,69.1743,155.6179,67.6504,89.54,39.0269,34.4457,360.36,60.5232,259.77,88.17,56.47,206.137,58.6887,79.49,153.3,187.85,290.18,140.2,106.41,10.09,52.51,135.503,336.78,23.797,17605.22
2023-10-06,178.792,331.1247,45.8028,87.531,127.96,315.43,260.53,137.58,138.73,562.683,381.51,107.24,526.68,165.737,380.4386,114.4488,139.03,56.0953,162.6863,141.999,539.07,278.604,45.4351,37.7888,295.68,189.4967,3049.44,70.7983,360.62,638.8863,178.115,836.57,475.6548,246.69,252.7571,78.4106,65.253,105.64,473.26,603.8948,95.3488,1237.53,176.69,499.703,243.95,204.277,198.3753,31.4382,126.36,57.77,499.348,902.15,54.963,111.6094,91.5547,49.97,210.04,44.83,75.5709,81.3855,213.63,114.1248,103.88,431.16,69.312,31.1544,121.5595,59.93,83.22,82.15,207.8644,33.7915,241.9328,57.9699,123.9192,445.98,74.51,69.3173,162.1699,68.5111,94.43,39.7259,34.8382,367.22,60.8955,263.25,90.93,56.92,208.7665,59.5927,80.64,163.59,199.21,296.51,140.91,105.35,10.28,54.08,136.076,353.62,23.4,17904.37
2023-10-09,180.303,333.715,45.3134,88.631,128.26,318.36,259.67,138.42,139.5,564.137,385.95,106.97,529.29,166.843,380.6321,115.3984,140.14,56.5885,162.3961,141.8573,540.697,282.844,46.0831,37.6531,294.49,191.4054,3009.72,70.3125,355.2,638.4591,177.4496,831.82,474.354,252.78,256.6554,78.7463,65.6753,106.96,479.92,597.8393,95.1742,1238.38,181.82,508.78,247.34,203.3532,196.8063,31.6111,127.77,57.96,504.122,914.67,54.701,112.8352,91.5128,49.64,210.56,45.21,77.1098,81.273,217.75,114.8255,101.84,442.42,68.9214,30.8125,123.3818,59.51,83.09,83.96,212.2638,34.2768,246.0664,58.3314,125.562,442.25,76.08,69.6647,167.789,67.8506,90.73,40.3727,35.9433,372.64,59.5717,264.21,90.93,56.48,211.2945,59.9045,81.57,168.86,202.58,300.91,143.13,104.71,10.53,54.25,133.909,358.31,23.8936,17992.75
2023-10-10,179.699,332.2681,45.8388,88.893,129.48,321.84,263.62,138.06,139.2,567.285,373.32,109.01,532.72,169.986,385.9587,115.9248,142.41,56.536,163.3702,143.1225,545.953,282.542,46.4803,38.0394,297.83,191.2207,3060.4,69.8976,360.57,645.2639,180.1627,834.96,481.8437,256.78,255.5988,79.701,65.5311,109.55,490.11,608.7372,95.6877,1258.31,183.85,513.258,249.75,207.0791,200.8856,32.079,131.59,57.72,501.73,918.13,55.4872,114.4764,90.8116,50.4,212.47,45.61,77.7065,82.6543,220.92,114.856,104.43,444.72,69.9186,31.3823,122.6259,59.4,85.21,85.16,213.742,34.2557,246.4495,57.691,129.0792,450.7,81.43,69.3377,167.6924,68.2409,91.63,40.9778,36.0466,373.03,60.7404,264.14,93.32,58.02,213.3555,60.3305,82,171.88,206,303.28,145.24,108.12,10.67,55.71,134.881,358.47,24.0116,18093.63
