,AAPL US Equity,MSFT US Equity,NVDA US Equity,AVGO US Equity,AMZN US Equity,META US Equity,TSLA US Equity,GOOGL US Equity,GOOG US Equity,COST US Equity,NFLX US Equity,AMD US Equity,ADBE US Equity,PEP US Equity,LIN US Equity,QCOM US Equity,TMUS US Equity,CSCO US Equity,TXN US Equity,AMAT US Equity,INTU US Equity,AMGN US Equity,CMCSA US Equity,INTC US Equity,ISRG US Equity,HON US Equity,BKNG US Equity,MU US Equity,VRTX US Equity,LRCX US Equity,ADI US Equity,REGN US Equity,KLAC US Equity,PANW US Equity,ADP US Equity,GILD US Equity,MDLZ US Equity,PDD US Equity,SNPS US Equity,ASML US Equity,SBUX US Equity,MELI US Equity,CRWD US Equity,CTAS US Equity,CDNS US Equity,NXPI US Equity,MAR US Equity,CSX US Equity,ABNB US Equity,PYPL US Equity,ROP US Equity,ORLY US Equity,MRVL US Equity,CEG US Equity,PCAR US Equity,MNST US Equity,ADSK US Equity,CPRT US Equity,AEP US Equity,MCHP US Equity,WDAY US Equity,ROST US Equity,MRNA US Equity,CHTR US Equity,AZN US Equity,KDP US Equity,PAYX US Equity,FTNT US Equity,DXCM US Equity,TTD US Equity,ODFL US Equity,KHC US Equity,VRSK US Equity,FAST US Equity,EA US Equity,IDXX US Equity,DASH US Equity,CTSH US Equity,FANG US Equity,GEHC US Equity,DDOG US Equity,EXC US Equity,BKR US Equity,LULU US Equity,CCEP US Equity,BIIB US Equity,ON US Equity,GFS US Equity,CDW US Equity,XEL US Equity,CSGP US Equity,ZS US Equity,TEAM US Equity,ANSS US Equity,TTWO US Equity,DLTR US Equity,WBD US Equity,ARM US Equity,ILMN US Equity,MDB US Equity,WBA US Equity,IXIC Index
2024-05-31,194.422,422.4029,109.7453,138.781,176.44,467.329,178.08,172.5,173.96,839.856,641.62,166.9,444.76,181.497,446.2393,213.9069,177.0707,49.5817,207.0418,218.9336,584.358,325.918,42.4297,32.5443,402.12,210.9369,3785.851,126.7918,455.34,953.0321,242.3448,980.16,777.1836,294.91,254.2377,68.7508,71.423,149.78,560.8,976.0509,83.958,1725.58,313.67,691.394,286.31,281.7589,235.7221,34.6783,144.93,62.99,539.139,963.26,69.4863,221.3845,117.2306,51.92,201.6,53.06,97.5954,101.0262,211.45,142.6465,142.55,287.12,81.4165,35.9718,127.3188,59.32,118.77,92.78,176.6205,38.1779,255.6431,69.7957,134.4792,496.95,110.11,68.433,224.2638,78.1523,110.18,40.3555,35.2545,311.99,78.6862,224.94,73.04,49,228.8619,58.7185,78.17,169.96,156.86,317.45,160.36,117.95,8.24,120.52,101.343,236.06,18.2721,22284.09
2024-06-03,196.222,420.7647,115.1178,138.086,178.34,478,176.29,173.17,174.42,845.56,633.79,163.55,439.02,179.744,445.02,215.8567,175.168,49.7416,205.6722,218.048,575.012,327.591,41.9527,31.9536,403.86,211.2185,3773.109,130.0072,470.18,956.2925,239.9884,989.48,771.6786,294.48,253.3035,67.8522,70.1932,146.92,561.18,981.2648,85.9047,1693.14,308.69,687.906,286.15,279.5222,232.8772,34.0926,146.25,63.46,542.58,956.61,68.8804,212.2234,115.0387,51.89,210.82,52.65,97.4116,99.3534,210.83,144.1366,147.82,286.22,82.4287,36.0979,127.3082,58.8,115.23,93.11,170.6542,37.8865,256.6241,68.0291,134.5905,492.43,110.82,68.0503,214.6409,77.3007,109.34,39.9793,33.854,306.62,78.7182,229.8,73.19,48.61,228.7288,58.5385,78.05,169.02,159.42,314.75,163.64,120.98,8.33,127.12,100.458,234.61,17.9341,22361.42
2024-06-04,196.545,423.3594,116.5563,139.018,179.34,477.5,174.77,173.79,175.13,858.004,631.62,159.99,448.37,182.536,443.1757,214.2423,180.0563,50.5627,205.2263,216.0223,579.918,327.537,41.9315,31.6793,406.61,216.1949,3810.924,128.4553,474.95,943.1077,239.3063,993.29,768.0051,290.09,255.0162,68.6331,70.9644,145.88,561.73,966.355,86.6478,1630.65,305.58,695.994,287.13,275.753,235.0491,33.6713,147.08,63.33,549.906,970.3,67.0325,207.006,115.5294,52.19,212,52.99,97.736,97.6701,211.12,143.8508,145.34,280.6,83.5035,36.5705,128.8128,58.64,116.71,94.48,173.4862,38.4585,261.1751,68.0608,138.1428,491.06,111.3,67.6054,212.9639,77.6714,108.84,40.1513,33.3064,306.78,78.857,234.13,71.52,47.93,227.1118,59.3327,78.62,169.14,157.94,317.1,165.96,120.3,8.24,125.86,99.185,232.15,18.1482,22427.96
2024-06-05,198.083,431.4385,122.5654,147.612,181.28,495.589,175,175.41,177.07,865.169,650.27,166.17,455.8,182.116,447.2257,222.1361,182.4448,49.0699,208.1778,227.3721,582.158,327.548,41.4864,32.4705,417.24,218.3231,3840.679,135.6266,483.04,993.1796,244.5463,1005.87,803.2149,295.41,255.1304,68.3336,70.8498,142.8,588.14,1058.3651,84.9418,1604.9,342.18,699.43,296.42,285.4867,237.3536,33.959,145.78,63.53,553.468,976.86,70.4861,213.3138,119.9678,52,216.28,54,96.1896,97.9818,212.46,147.3211,154.84,278.1,83.8166,36.5285,128.887,59.71,118.08,97.41,177.3361,37.4223,264.2394,68.96,139.6203,495.84,110.58,67.7813,212.9301,77.1103,110.48,39.5387,33.4328,308.27,78.8143,236.72,74.54,49.09,228.1557,58.4114,78.06,174.57,157.88,327.07,167.43,114.38,8.3,136.67,103.782,233.24,17.9567,22885.16
2024-06-06,196.677,431.9574,121.1219,146.377,185,494.287,177.94,176.73,178.35,873.818,648.52,166.78,458.13,181.812,445.9613,219.5572,181.9387,49.2938,208.3477,225.7231,580.516,325.747,41.4122,32.0907,418.15,217.4677,3819.646,131.9344,485.53,983.4391,246.3414,1000.79,797.3722,295.93,257.4037,68.3015,71.0686,143.83,573.85,1069.8193,85.2663,1621.09,340.49,695.657,295.74,281.6657,236.599,33.8974,147,67.02,556.95,982.42,68.7694,206.4557,118.9754,52.45,215.87,53.47,95.9192,97.0051,214.95,147.1271,154.69,279.36,84.3488,36.2449,129.0883,59.75,115.3,97.19,171.4215,37.7461,262.9449,67.7117,139.0536,497.84,114.07,68.5986,215.0123,77.1504,109.62,39.2485,33.4328,323.03,79.743,231.99,72.45,49.1,227.0095,58.0514,77.05,178.93,163.46,324.73,165.67,112.37,8.34,137.125,111.484,229.88,17.8665,22869.27
2024-06-07,199.114,431.2757,121.0118,146.938,184.3,493.487,177.48,174.46,175.95,876.867,641.47,167.87,465.43,180.967,445.8071,216.601,181.9894,48.878,207.6788,225.7027,581.783,325.033,41.2956,32.4283,417.61,217.8119,3831.456,132.8169,483.04,983.9808,243.602,1002.95,786.843,301.9,261.9192,69.2108,70.6726,143.9,571.45,1045.2338,85.2244,1600.16,349.12,695.677,294.42,281.5414,235.6507,33.6508,146.66,67.3,560.664,978.7,68.6583,201.7682,117.416,52.69,216.05,53.76,95.4867,96.4752,215.56,147.2547,151.01,276.83,83.5035,36.3709,129.883,59.72,115.79,94.17,170.0993,37.5496,266.9902,67.5848,138.4666,497.51,113.27,68.2158,214.1794,76.4891,109.47,38.8724,33.317,317.86,79.4548,225.43,72.31,47.93,229.4964,57.9667,76.21,180.99,163.36,324.3,164.77,111.29,8.27,136.57,110.498,227.02,17.844,22848.36
2024-06-10,195.302,435.3661,121.9148,150.472,187.06,503.137,173.79,175.21,176.83,879.729,644.5,160.34,459.94,175.529,444.0597,219.4629,182.8698,48.8886,209.8128,232.2479,575.032,324.713,41.1154,32.6076,418.38,219.8567,3806.968,136.7525,483.28,1025.2219,244.2246,1001.73,812.8436,309.05,256.2619,69.7991,70.1411,148.48,576.18,1058.7411,85.4023,1601.88,374.57,697.717,296.18,286.6775,237.3434,33.8357,148.07,67.09,563.163,975.14,70.1528,218.7147,117.1543,51,218.2,53.59,95.757,97.9818,212.73,147.7497,148.59,276.07,83.7018,35.8773,129.2049,60.09,116.57,92.65,172.7134,36.6324,266.4643,67.0453,137.8493,508.26,112.25,69.571,218.3099,75.928,112.99,38.9154,34.1594,318.26,79.3267,225.98,73.5,47.67,229.1485,58.4961,76.43,183.91,162.17,323.31,160.54,110.19,8.12,139.91,106.727,224.62,17.9567,22938.44
2024-06-11,209.49,440.2604,121.0439,152.62,187.23,508.012,170.66,176.822,178.392,880.735,648.55,158.96,462.69,174.65,447.6368,218.5928,180.5522,48.8033,209.6217,234.0904,574.484,320.43,40.6172,32.6182,418.78,218.5422,3806.948,137.0061,481.53,1021.8286,245.1896,1010.54,816.7115,312.95,255.9609,69.414,70.4329,146.93,579.91,1052.9479,83.6126,1580,384.63,700.552,300.83,287.7958,237.221,33.5686,147.75,64.77,562.374,1000.03,71.092,222.4647,115.5948,51.16,211.5,53.27,95.6056,97.1818,214.13,147.9411,148.39,276.83,82.6792,35.5307,131.3134,59.74,116.9,92.19,175.5294,36.7416,267.6678,66.9289,138.335,506.2,113,69.2813,217.9723,74.8859,114.9,38.9154,33.9488,318.04,78.5581,225.74,73.98,48.42,229.6192,58.2843,76.71,187.65,163.16,323.13,158.51,109.64,8.04,143.92,109.419,223.8,17.9454,23101.75
2024-06-12,215.477,448.7872,125.3386,156.222,186.89,509.384,177.29,177.993,179.763,879.179,650.06,160.24,459.87,173.338,446.2903,225.7947,175.8866,48.6434,211.2567,241.908,600.355,320.835,40.0978,32.4494,428.1,217.5198,3895.081,142.7675,475.79,1060.5451,247.4101,1027.67,847.0506,319.79,255.4937,68.8257,68.8904,151,590.89,1086.335,83.0789,1599.34,387.37,706.192,311.7,293.0355,241.2182,33.6611,149.32,63.43,564.873,1004.24,74.0811,222.2813,116.38,49.77,223.02,53.88,95.119,98.2104,210.93,147.7467,147.72,275.06,83.5557,35.2997,130.1373,60.62,117.2,97.46,176.4176,35.9445,266.5452,68.2618,137.2623,514.28,115.05,68.5882,217.9498,76.1183,119.11,37.3463,33.9488,309.81,79.7217,230.63,76.22,49.3,231.6047,57.9984,77.64,188.83,162.83,326.39,159.67,108.87,7.81,155.59,105.454,229.25,17.5061,23408.4
2024-06-13,216.66,449.3163,129.7535,175.388,183.83,504.639,182.47,175.36,176.94,877.261,653.26,159.9,458.74,172.809,452.0774,228.3316,177.2225,48.5368,208.3901,241.8062,602.788,318.085,39.8328,32.1329,422.9,217.6555,3874.713,145.1918,479.03,1061.4343,242.8342,1026.55,849.3222,319.66,253.563,67.9913,68.8904,151.07,586.54,1069.9209,83.9789,1580.53,382.81,705.661,307.54,286.2985,245.2052,33.4247,146.1,61.54,553.721,995.78,73.5862,224.1155,116.7944,48.72,223.1,53.06,95.0541,96.4337,207.08,149.036,145.23,274.17,82.9922,35.7723,129.9784,60.23,113.81,95.62,174.5201,35.5296,265.2103,68.0079,137.5052,506.12,113.77,66.8399,214.2357,77.1403,119.54,38.0556,33.3064,307.49,79.4441,233.84,75.04,48.61,230.3766,57.5431,75.2,181.05,156.02,325.01,157.72,106.53,7.29,158.05,106.144,218.18,17.4047,23543.19
2024-06-14,214.89,450.3237,132.026,181.243,183.66,505.199,178.01,176.992,178.572,887.33,669.38,159.63,525.31,173.317,449.1479,225.7318,178.1131,48.7074,205.8633,241.2768,603.883,318.213,39.6845,32.1224,425.78,217.5511,3877.687,143.3863,480.73,1058.8587,239.8874,1036.52,844.0116,317.31,253.3035,70.4195,68.6299,148.98,590.21,1044.7053,83.3614,1582.14,385.435,709.465,312.1,279.4183,244.1651,33.0651,145.97,60.635,556.029,1007.31,73.9902,218.9898,116.38,48.03,225.87,53.21,95.1623,94.9167,209.48,149.3225,140.03,276.26,83.0548,35.7513,129.2578,60.78,115.95,95.66,174.3485,35.3549,267.7588,66.6962,137.6165,504,112.05,66.4778,209.3061,76.6394,117.84,38.1953,32.7378,306.01,79.0491,231.69,71.97,49.75,228.4218,57.5192,73.93,184.22,160.09,323.17,158.96,106.03,7.24,157.89,105.599,227,17.5173,23646.94
2024-06-17,219.118,456.2253,131.125,191.045,184.06,507.674,187.44,177.443,178.982,900.023,675.83,158.4,518.74,175.783,452.9306,232.9546,179.5199,48.718,206.925,247.2113,610.797,323.179,39.5467,32.6815,430,221.1191,3972.11,149.949,473.69,1095.3675,241.1325,1045.37,868.6103,319.59,255.7465,69.5645,68.8696,148.3,612.72,1069.677,85.1197,1559.23,390.43,721.448,322.08,281.923,249.5185,33.5069,149.5,60.13,560.218,1043.25,72.5259,216.055,117.5032,49.13,240.51,54.35,94.8919,94.5738,212.46,153.8759,137.9,285.95,82.7626,36.434,132.1399,60.9,116.53,97.68,175.5395,35.9445,271.1214,68.1349,139.1852,504.33,112.69,67.7813,211.0956,77.7014,117.17,37.7977,33.7276,312.91,79.4975,226.46,70.73,50.76,231.6559,56.9523,73.2,184.38,156.62,327.225,157.4,108.65,7.16,160.29,105.998,223.67,17.0667,23939.16
2024-06-18,216.711,454.1597,135.7301,188.292,182.81,500.52,184.86,175.29,176.65,902.968,685.67,154.63,522.25,176.142,452.3036,238.0599,179.7527,49.0166,208.3583,252.2704,618.055,326.067,39.1121,32.3123,435,222.0789,3992.317,155.6496,467.28,1115.6866,244.235,1039.11,883.3757,317.02,255.1723,68.3522,68.9634,144.18,620.31,1078.7327,83.9371,1573.4,389.51,725.088,326.5,282.0685,247.836,33.9385,147.29,59.12,566.806,1056.65,73.8589,224.6047,117.4487,48.42,244.12,54.86,94.6756,97.0987,207.69,152.1467,133.27,277.62,81.8339,36.2239,132.9346,59.15,116.64,99.25,174.9137,35.6716,272.2456,68.7061,139.7924,503.6,112.91,68.0813,212.57,78.4228,116.5,37.4967,33.8435,313.23,78.1204,223.65,70.73,50.83,235.9543,56.8239,72.73,179.41,153.18,325.13,155.37,107.24,6.99,174.13,105.055,218.85,18.1482,23946.93
2024-06-19,216.711,454.1597,135.7301,188.292,182.81,500.52,184.86,175.29,176.65,902.968,685.67,154.63,522.25,176.142,452.3036,238.0599,179.7527,49.0166,208.3583,252.2704,618.055,326.067,39.1121,32.3123,435,222.0789,3992.317,155.6496,467.28,1115.6866,244.235,1039.11,883.3757,317.02,255.1723,68.3522,68.9634,144.18,620.31,1078.7327,83.9371,1573.4,389.51,725.088,326.5,282.0685,247.836,33.9385,147.29,59.12,566.806,1056.65,73.8589,224.6047,117.4487,48.42,244.12,54.86,94.6756,97.0987,207.69,152.1467,133.27,277.62,81.8339,36.2239,132.9346,59.15,116.64,99.25,174.9137,35.6716,272.2456,68.7061,139.7924,503.6,112.91,68.0813,212.57,78.4228,116.5,37.4967,33.8435,313.23,78.1204,223.65,70.73,50.83,235.9543,56.8239,72.73,179.41,153.18,325.13,155.37,107.24,6.99,174.13,105.055,218.85,18.1482,23946.93
2024-06-20,212.049,453.5085,130.9248,181.193,186.1,502.734,181.57,176.501,177.911,894.351,679.03,161.78,522.95,176.354,454.9864,225.8785,178.5686,49.8163,204.6529,244.2899,624.543,330.223,40.119,32.3017,432.55,223.4038,3991.211,146.2568,471.38,1086.7392,238.1442,1044.39,848.872,311.04,256.895,74.1321,68.8487,144.14,610.18,1067.9187,83.4347,1585.03,382.14,720.499,318.53,275.0844,248.7843,34.2262,147.88,59.8,565.916,1080.57,73.9599,226.5408,116.9362,48.68,243.51,54.01,95.0325,92.4957,214.59,150.796,134.4,284,81.98,35.9298,132.5319,57.94,116.07,97.28,176.2763,35.6388,271.5265,68.8859,139.509,495.96,110.21,70.4917,216.9143,79.5951,116.08,37.5505,34.7175,310.77,78.3232,225.58,67.63,51.01,237.3667,57.2625,73.07,178.58,157.52,325.68,154.98,107.58,7.04,160.77,105.201,220.45,17.8778,23758.61
2024-06-21,209.834,457.66,126.7101,173.261,189.08,495.8,183.01,179.835,180.464,879.698,686.12,161.23,533.44,176.989,455.1098,222.7965,178.8621,50.4241,207.5939,239.6278,640.834,328.379,40.7868,32.7975,432.56,224.3949,4008.313,141.5402,468.71,1075.5166,239.7421,1053.14,835.5289,320.33,258.8891,76.4917,69.3177,143.86,605.53,1053.5476,83.6336,1600.05,380.63,722.539,318.39,281.684,248.3255,34.3289,149.57,60.61,568.213,1081.79,72.5966,222.2813,115.5512,49.09,242.31,54.24,94.135,95.1556,219.09,152.7606,133.4,290.35,82.3139,36.1084,133.4644,58.56,116.64,97.71,176.5185,35.9773,273.7851,69.1186,140.7336,495.73,113.88,70.6986,214.8322,79.3246,117.57,37.3785,34.6753,311.82,79.9138,224,68.52,51.1,241.0101,57.0914,73.94,179.55,162.46,325.35,158.22,106.87,7.18,160.3,105.512,227.55,17.9905,23696.23
2024-06-24,210.491,455.513,118.2408,166.871,185.57,499.938,182.58,179.425,180.995,879.542,669.02,160.25,524.17,177.835,455.5107,210.5418,180.0968,50.4134,205.8739,233.958,632.45,339.025,40.7868,32.249,429.04,225.2295,4000.375,141.0026,474.95,1048.9653,237.0547,1063.89,812.4343,316.68,260.1732,76.5566,71.3084,141.53,595.6,1018.392,83.4452,1582.86,377.93,725.078,309.14,277.7762,250.4974,34.1234,148.39,59.49,569.286,1083.52,68.4361,220.2126,116.5654,49.49,239.17,54.9,95.3137,92.6619,218.7,152.7197,137,285.85,82.8252,36.413,133.5915,58.28,110.57,95.76,177.7095,36.2612,275.2537,68.8013,142.9297,491.49,110.7,71.0504,222.8794,79.004,118.49,37.9696,36.2338,312.28,81.0988,226.6,67.79,50.43,237.0392,57.7439,74.36,181.06,164.75,321.1,159.71,107.35,7.31,151.07,107.135,233.92,17.9229,23428.48
2024-06-25,211.432,458.8505,126.2296,165.674,186.34,511.652,187.35,184.24,185.79,887.164,672.41,160.25,526.88,177.063,453.4857,211.9361,179.7729,50.52,206.4685,238.4674,639.13,340.261,40.702,32.4283,442.31,223.7272,4033.715,143.1428,473.82,1078.1277,239.0054,1071.19,837.0535,322.68,259.338,75.3444,70.7143,140,600.14,1040.0708,82.9742,1642.28,386.76,729.086,311.53,280.5304,249.6511,33.6097,150.91,59.33,569.731,1057.79,68.9309,226.602,116.1183,50.14,242.53,55.27,93.9619,92.6308,217.38,151.9113,137.6,290.8,83.2218,36.1399,132.479,58.69,110.31,97.73,176.4782,35.8135,275.7601,68.156,142.3225,491.08,112.08,71.278,222.7106,78.9639,119.13,37.4215,36.6971,309.07,80.4049,223.19,67.84,51,229.8853,57.4872,73.9,182.52,167.45,324.38,159.04,105.41,7.24,160.61,109.84,226.61,17.6863,23700.98
2024-06-26,215.659,460.0817,126.5399,166.849,193.61,514.178,196.37,184.09,185.58,888.543,677.69,157.54,528.66,176.417,450.6589,206.8623,178.437,49.9656,205.0139,236.3298,646.237,333.345,40.5112,32.2173,442.56,222.6631,4001.561,144.4006,474,1081.0562,236.4113,1069.16,832.2034,325.26,248.5009,75.0196,69.4532,138.23,598.52,1033.2206,82.8381,1678.96,380.37,721.489,309.33,278.7116,246.2657,33.9179,150,58.26,564.216,1050.85,68.941,214.3124,113.73,50.46,243.28,54.63,94.2539,93.5659,216.78,152.1978,122.45,291.59,82.5226,36.0874,124.3838,58.11,113.51,97.71,177.6793,35.2894,273.3192,67.077,142.2617,488.61,111.08,70.6572,221.6751,78.1523,123.19,37.4,36.297,304.81,79.5722,224.46,68.17,50.84,228.3604,57.5406,72.85,178.92,171.66,321.32,157.54,103.43,7.25,164.72,105.68,240.52,17.6412,23761.04
2024-06-27,216.519,460.7838,124.1273,166.29,197.85,520.631,197.42,185.622,187.072,882.093,684.34,159.47,546.76,175.91,452.5091,204.577,179.5604,50.5947,205.3643,236.6962,660.388,334.272,40.5748,32.2701,445.11,223.6542,4028.711,134.1254,472.51,1081.1279,235.2077,1050.86,833.8099,340.82,247.7492,74.5001,69.4115,131.94,595,1044.8171,82.9271,1660.89,387.29,725.731,307.92,275.4273,247.0203,33.9385,151.61,58.37,568.79,1057.42,69.4056,208.6772,113.3811,50.57,243.68,54.76,95.4867,92.9217,223.36,149.476,121.18,294.11,81.5834,35.8353,124.8606,60.04,114.54,98.22,175.9937,35.2348,274.3219,66.9924,141.1991,493.96,110.58,70.0676,224.185,78.9739,128.45,37.2925,36.2443,308.3,78.7182,228.72,67.86,50.64,229.3122,57.6048,74.26,189.2,172.99,321.82,156.98,105.21,7.35,166.935,106.46,244.15,13.7322,23806.73
2024-06-28,212.999,454.7804,123.6768,168.267,193.25,505.259,197.88,182.358,183.628,881.44,674.88,162.21,555.54,174.502,451.0598,208.8016,178.3054,50.6586,206.5322,240.2182,666.238,332.951,41.5076,32.6709,444.85,222.7779,3980.581,133.4154,468.72,1090.364,236.8471,1051.03,843.6739,339.01,249.2004,74.262,68.6455,132.95,595.06,1039.4508,81.4776,1643.4,383.19,714.126,307.75,279.6677,246.5308,34.37,151.63,58.03,570.409,1056.06,70.5871,204.0814,112.2578,49.95,247.45,54.16,94.8811,95.0725,223.56,148.6983,118.75,298.96,81.3852,35.3049,125.6235,60.27,113.38,97.67,178.2445,35.1802,273.0052,66.4741,141.0068,487.2,108.78,70.3469,225.3105,78.0722,129.69,37.1958,37.0341,298.7,77.7895,231.82,68.55,50.56,229.0871,57.1341,74.14,192.19,176.88,321.5,155.49,106.77,7.44,163.62,104.38,249.96,13.6252,23680.39
2024-07-01,219.198,464.7317,124.4376,171.964,197.2,505.72,209.86,183.199,184.699,876.96,673.61,157.69,560.01,172.344,440.9143,209.6927,181.2404,50.6693,206.6065,241.6637,659.709,331.416,40.4582,32.5338,436.24,220.0758,3903.591,133.4052,471.25,1086.0429,233.6513,1057.02,847.0302,340.9,246.0474,74.2945,68.4357,132.98,601.75,1050.3867,80.724,1597.6,392.15,707.844,310.92,276.1133,244.2263,34.5139,151.63,57.81,569.367,1016.32,71.6979,208.9523,111.0583,49.9,245.83,53.35,94.3837,95.166,224.72,148.6165,115.95,296.02,81.333,34.713,123.9706,59.85,112.17,97.97,180.364,34.7872,271.5468,65.6807,138.9726,476.4,108.51,70.0779,229.2722,76.4089,130.5,37.1313,36.7919,302.36,77.9603,231.77,69.18,50.26,224.328,56.0858,73.88,198.62,178.25,321.16,154.29,107.25,7.1,158.83,105.5,263.51,13.0451,23836.01
2024-07-02,222.758,467.3264,122.8058,173.712,200,510.55,231.26,185.452,186.821,891.157,679.58,164.31,567.71,173.074,442.0964,209.829,182.1513,50.4134,210.6622,245.1755,665.234,331.16,40.4476,32.7764,438.81,222.4545,3935.072,134.4906,473.78,1098.525,236.8264,1044.66,858.6133,340.44,247.0497,74.0347,69.2644,133.88,609.66,1065.0221,80.41,1596.48,385.05,718.286,316.78,282.7337,244.7056,34.6886,154.34,58.97,569.852,1037.06,72.3038,210.0733,110.0441,49.34,247.86,54.69,94.7513,95.6544,226.76,147.7569,117.07,303.5,80.3416,34.6496,125.4328,61.01,112.49,98.34,183.8663,34.94,275.8512,66.3894,140.5514,477.23,107.45,70.9779,230.6115,76.479,131.75,37.1098,36.5286,301.67,77.6507,228.82,72.92,50.84,224.2564,56.9095,74.22,196.66,182.28,327.1,154.65,107.11,7.2,163.46,105.51,259.88,13.0338,24076.23
2024-07-03,224.053,468.8425,128.422,181.231,197.59,511.011,246.39,186.032,187.602,894.579,682.51,163.9,570.15,172.037,445.0259,213.6553,180.6129,50.2108,211.2142,247.6694,668.965,329.679,40.6596,32.9452,434.81,221.6511,3935.756,138.7812,470.28,1108.6827,238.6734,1024.09,873.1638,341.2,247.342,72.0756,69.5896,137.34,606.99,1088.9267,79.8135,1591.44,387.18,716.583,315.47,282.9935,244.8993,34.4728,152.73,59.64,567.16,1020.54,72.9097,214.0679,111.2327,49.16,246.3,53.89,94.6865,97.2337,225.55,147.3476,115.95,301.25,80.1434,34.5861,124.4262,60.73,110.91,99.47,183.5635,35.0383,276.783,66.3154,140.3389,477.49,107.62,70.6572,232.8962,77.3908,131.5,37.3248,36.297,300.32,78.5581,224.61,72.68,50.74,223.2227,56.4281,73.83,198.4,182.26,326.95,153.5,105.95,7.23,168.24,105.28,264.94,12.5043,24288.39
2024-07-04,224.053,468.8425,128.422,181.231,197.59,511.011,246.39,186.032,187.602,894.579,682.51,163.9,570.15,172.037,445.0259,213.6553,180.6129,50.2108,211.2142,247.6694,668.965,329.679,40.6596,32.9452,434.81,221.6511,3935.756,138.7812,470.28,1108.6827,238.6734,1024.09,873.1638,341.2,247.342,72.0756,69.5896,137.34,606.99,1088.9267,79.8135,1591.44,387.18,716.583,315.47,282.9935,244.8993,34.4728,152.73,59.64,567.16,1020.54,72.9097,214.0679,111.2327,49.16,246.3,53.89,94.6865,97.2337,225.55,147.3476,115.95,301.25,80.1434,34.5861,124.4262,60.73,110.91,99.47,183.5635,35.0383,276.783,66.3154,140.3389,477.49,107.62,70.6572,232.8962,77.3908,131.5,37.3248,36.297,300.32,78.5581,224.61,72.68,50.74,223.2227,56.4281,73.83,198.4,182.26,326.95,153.5,105.95,7.23,168.24,105.28,264.94,12.5043,24288.39
2024-07-05,228.897,475.7515,125.9693,178.515,200,541.023,251.52,190.818,192.177,918.44,690.65,171.9,578.34,173.931,447.8835,215.689,181.4024,50.1681,211.055,246.9365,677.936,331.278,40.4566,33.7786,443.76,221.4216,3949.08,133.4864,474.57,1113.8639,239.5761,1034.23,875.0875,342.09,245.9326,72.1838,70.2609,136.19,621.3,1092.0469,79.5937,1658.96,389.68,725.812,321.11,284.2927,245.7253,34.2159,152.5,59.76,569.296,1026.82,72.7885,215.3111,109.2916,49.75,247.87,54.22,95.0109,95.7375,229.13,148.9337,118.32,301.79,80.7069,34.5227,124.5427,61.09,113.69,99.9,184.4719,35.0383,277.968,66.8126,139.9239,486,110.96,70.3469,229.0696,77.2105,134.56,36.8734,36.0337,298.14,78.8143,225.65,73.38,53.14,221.3703,56.3639,73.15,201.65,187.32,331.25,151.74,106.68,7.21,181.19,108.52,266.74,12.6846,24538.01
2024-07-08,230.394,474.4084,128.3419,182.975,199.29,530.411,252.94,189.246,190.696,913.431,685.74,178.69,575.4,171.529,447.9041,217.9324,181.3315,49.5337,213.9003,250.7028,668.64,331.896,39.8902,35.8568,444.53,220.7852,4003.822,132.68,481.89,1128.0048,242.1183,1052.25,886.691,337.64,243.7192,73.1147,69.4008,134.68,615.49,1095.0044,78.0447,1683.75,390.71,725.114,317.36,288.1173,244.5832,34.3084,151.96,59.09,564.226,1022.79,75.6463,219.8356,110.4476,50.18,247.96,54.79,94.1998,96.9012,226.54,150.1002,116.45,290.56,80.4877,34.1316,123.0911,60.11,110.97,99.08,182.746,35.0492,276.702,66.4635,141.3307,483.73,109.04,69.8814,228.867,76.4991,132.4,36.7982,35.9811,294.03,78.3873,228.07,75.01,53.49,221.9537,55.7435,72.63,201.63,181.8,327.64,152,106.72,7.11,184.7,107.84,260.1,12.1889,24595.59
2024-07-09,231.263,467.591,131.5255,181.659,199.34,531.092,262.33,189.196,190.656,919.664,685.74,177.1,566.02,171.296,443.2373,217.1252,181.2101,49.254,212.5095,255.9756,659.354,336.638,40.0826,36.4897,442.3,219.7107,3996.637,133.1368,485.99,1139.2069,240.7382,1054.03,895.2351,336.18,245.0452,73.342,68.4357,137.72,607.94,1077.2996,76.1399,1722.05,385.88,725.384,315.26,285.7165,242.1971,33.3733,152.45,59,557.811,1015.62,74.5658,220.07,110.513,49.8,243.96,54.44,94.827,95.9453,223.09,150.2434,116.07,293.91,80.0077,33.7722,123.9917,60.28,110.84,101.52,180.0713,34.8636,278.91,66.1779,142.2719,477.89,108.95,69.1986,228.0229,77.0201,126.63,37.0024,35.2018,289.87,77.0956,229.06,73.48,53.6,219.8351,56.1286,71.59,197.36,177.98,327.35,149.36,104.03,7.34,182.28,106.68,250.51,12.1551,24611.82
